name,rating,reviews,address,phone,website,hours,email,social_media,category,plus_code,url
DMF1 Amazon,4.5,72,"5700 NW 37th Ave, Miami, FL 33142",not_available,not_available,not_available,not_available,not_available,Warehouse,"RPGR+JQ Miami, Florida",https://www.google.com/maps/place/DMF1+Amazon/data=!4m7!3m6!1s0x88d9b1cfcfe599ad:0x21e1d5abe97769f6!8m2!3d25.8265188!4d-80.2580997!16s%2Fg%2F11pwx3mbhs!19sChIJrZnlz8-x2YgR9ml36avV4SE?authuser=0&hl=en&rclk=1
HMI2 Amazon Warehouse,4.2,17,"3340 NW 67th Ave, Miami, FL 33122",not_available,not_available,not_available,not_available,not_available,Warehouse,"RM3V+V7 Miami, Florida",https://www.google.com/maps/place/HMI2+Amazon+Warehouse/data=!4m7!3m6!1s0x88d9b9c7e1e0e929:0xe89c9f105c16c2e7!8m2!3d25.8046773!4d-80.3068617!16s%2Fg%2F11nstm_rtl!19sChIJKeng4ce52YgR58IWXBCfnOg?authuser=0&hl=en&rclk=1
WAREHOUSE/DISTRIBUTION CENTER - Florida Baby Food Center Inc,4.3,6,"8425 NW 29th St, Doral, FL 33122",(305) 554-5663,floridababyfood.com,not_available,not_available,not_available,Wholesale grocer,"RM28+CG Doral, Florida",https://www.google.com/maps/place/WAREHOUSE%2FDISTRIBUTION+CENTER+-+Florida+Baby+Food+Center+Inc/data=!4m7!3m6!1s0x88d9b96fed2fdd5f:0x44dae75b7b300071!8m2!3d25.8010728!4d-80.3337037!16s%2Fg%2F1tdyl_zr!19sChIJX90v7W-52YgRcQAwe1vn2kQ?authuser=0&hl=en&rclk=1
South Florida Logistics center,4.4,57,"Doral, FL 33122",not_available,not_available,not_available,not_available,not_available,Business center,"RM4V+45 Doral, Florida",https://www.google.com/maps/place/South+Florida+Logistics+center/data=!4m7!3m6!1s0x88d9b98ecfc7f99f:0x1c614377e735211d!8m2!3d25.8052583!4d-80.3070965!16s%2Fg%2F11h_15160v!19sChIJn_nHz4652YgRHSE153dDYRw?authuser=0&hl=en&rclk=1
Baptist Health Miami Warehouse,3.6,7,"3530280180120, 9001 NW 33rd St, Doral, FL 33178",not_available,not_available,not_available,not_available,not_available,Corporate office,"RM44+3M Doral, Florida",https://www.google.com/maps/place/Baptist+Health+Miami+Warehouse/data=!4m7!3m6!1s0x88d9b9bab852455b:0x979172a37405f366!8m2!3d25.8052444!4d-80.3433685!16s%2Fg%2F11ghlw3dqn!19sChIJW0VSuLq52YgRZvMFdKNykZc?authuser=0&hl=en&rclk=1
"TSB Fulfillment, LLC.",not_available,not_available,"2956 NW 72nd Ave #700, Miami, FL 33122",(786) 939-3468,tsbfulfillment.com,not_available,not_available,not_available,Logistics service,"RM2P+HP Miami, Florida","https://www.google.com/maps/place/TSB+Fulfillment,+LLC./data=!4m7!3m6!1s0x88d9b9dd809c77b7:0x1ba1dbd366cfd3aa!8m2!3d25.8014435!4d-80.313191!16s%2Fg%2F11vj9cg247!19sChIJt3ecgN252YgRqtPPZtPboRs?authuser=0&hl=en&rclk=1"
Essendant - Miami Distribution Center,4.1,30,"10801 NW 103rd St #21, Medley, FL 33178",(305) 863-6300,essendant.com,not_available,not_available,not_available,Distribution service,"VJ9F+3R Medley, Florida",https://www.google.com/maps/place/Essendant+-+Miami+Distribution+Center/data=!4m7!3m6!1s0x88d9b0ba09c89c67:0xc77fdde35d059835!8m2!3d25.8677155!4d-80.3754617!16s%2Fg%2F1vxzbf3l!19sChIJZ5zICbqw2YgRNZgFXePdf8c?authuser=0&hl=en&rclk=1
Priority Fulfillment,5.0,14,"12864 NW South River Dr, Medley, FL 33178",(954) 723-5707,priorityfulfillment.com,not_available,not_available,not_available,Logistics service,"VJRG+87 Medley, Florida",https://www.google.com/maps/place/Priority+Fulfillment/data=!4m7!3m6!1s0x88d9bd5d1781b301:0xc513cad0859ae05e!8m2!3d25.8908244!4d-80.3743191!16s%2Fg%2F11xd1v825y!19sChIJAbOBF1292YgRXuCahdDKE8U?authuser=0&hl=en&rclk=1
Amazon UFL6,4.3,74,"6715 NW 36th St, Miami, FL 33166",not_available,not_available,not_available,not_available,not_available,Warehouse,"RM6V+F4 Miami, Florida",https://www.google.com/maps/place/Amazon+UFL6/data=!4m7!3m6!1s0x88d9b93ef26ec625:0xbda17489e4dff4a9!8m2!3d25.8111899!4d-80.307249!16s%2Fg%2F11jn_s06gz!19sChIJJcZu8j652YgRqfTf5Il0ob0?authuser=0&hl=en&rclk=1
KMIA Amazon Facility,4.5,22,"6185 NW 18th St Bldg 716A & 716B, Miami, FL 33126",not_available,not_available,not_available,not_available,not_available,Warehouse,"QPV3+2M Miami, Florida",https://www.google.com/maps/place/KMIA+Amazon+Facility/data=!4m7!3m6!1s0x88d9b9e08213d8e9:0xaa9db5bd2e32874c!8m2!3d25.7925714!4d-80.2957815!16s%2Fg%2F11mhbpwzpc!19sChIJ6dgTguC52YgRTIcyLr21nao?authuser=0&hl=en&rclk=1
Amazon MIA5,4.5,358,"1900 NW 132nd Pl, Miami, FL 33178",not_available,not_available,not_available,not_available,not_available,Warehouse,"QHVQ+HQ Miami, Florida",https://www.google.com/maps/place/Amazon+MIA5/data=!4m7!3m6!1s0x88d9bfe304c08f7b:0x47db6fedf19deb51!8m2!3d25.7939881!4d-80.4105462!16s%2Fg%2F11b69g1hzn!19sChIJe4_ABOO_2YgRUeud8e1v20c?authuser=0&hl=en&rclk=1
Premier Warehouse Logistics,5.0,7,"3600 NW 114 Ave Doral, Miami, FL 33178",(305) 877-5964,mypremierwarehouse.com,not_available,not_available,not_available,Warehouse,"RJ49+Q2 Miami, Florida",https://www.google.com/maps/place/Premier+Warehouse+Logistics/data=!4m7!3m6!1s0x88d9bf29c6bbb123:0x29045021e26eb9a5!8m2!3d25.8069047!4d-80.3823901!16s%2Fg%2F11rctyrgfy!19sChIJI7G7xim_2YgRpblu4iFQBCk?authuser=0&hl=en&rclk=1
Saltbox | Warehousing & Logistics for Ecommerce in Doral,4.4,8,"1701 NW 84th Ave, Miami, FL 33126",(786) 668-3020,saltbox.com,not_available,not_available,"{""twitter"": ""x.com/miami-doral""}",Warehouse,"QMR9+88 Miami, Florida",https://www.google.com/maps/place/Saltbox+%7C+Warehousing+%26+Logistics+for+Ecommerce+in+Doral/data=!4m7!3m6!1s0x88d9b9299534c80f:0xca6f9b548d4dc152!8m2!3d25.7908425!4d-80.3317371!16s%2Fg%2F11s59709t9!19sChIJD8g0lSm52YgRUsFNjVSbb8o?authuser=0&hl=en&rclk=1
Amazon Mega Warehouse,4.4,493,"14000 NW 37th Ave, Opa-locka, FL 33054",(206) 922-0880,not_available,not_available,not_available,not_available,Warehouse,"WP2Q+7M Opa-locka, Florida",https://www.google.com/maps/place/Amazon+Mega+Warehouse/data=!4m7!3m6!1s0x88d9b01e71d39a97:0x3627ad6edc747fd!8m2!3d25.9007199!4d-80.2608588!16s%2Fg%2F11hb9y_z8t!19sChIJl5rTcR6w2YgR_UfH7dZ6YgM?authuser=0&hl=en&rclk=1
iLogistics USA eFulfillment Center,4.7,100,"8005 NW 80th St Door 16 to 30 Suite #1, Miami, FL 33166",(786) 882-0321,ilogisticsusa.com,not_available,not_available,not_available,Logistics service,"RMWC+P8 Miami, Florida",https://www.google.com/maps/place/iLogistics+USA+eFulfillment+Center/data=!4m7!3m6!1s0x88d9bb89f4afb92d:0xe98966d99e626e48!8m2!3d25.8468311!4d-80.3292079!16s%2Fg%2F11fb0qnx3y!19sChIJLbmv9Im72YgRSG5intlmiek?authuser=0&hl=en&rclk=1
The Home Depot Distribution Center,5.0,not_available,"12950 NW South River Dr, Medley, FL 33178",(305) 863-4178,careers.homedepot.com,not_available,not_available,not_available,Warehouse,"VJRF+QG Medley, Florida",https://www.google.com/maps/place/The+Home+Depot+Distribution+Center/data=!4m7!3m6!1s0x88d9bd67fe62299b:0x54c388916653b547!8m2!3d25.8919378!4d-80.3762269!16s%2Fg%2F11rg8f_tp8!19sChIJmyli_me92YgRR7VTZpGIw1Q?authuser=0&hl=en&rclk=1
Distribution Center Miami No Boundaries Sport,5.0,13,"8347 NW 36th St E, Doral, FL 33166",(305) 456-5534,noboundariessport.com,not_available,not_available,not_available,Sports accessories wholesaler,"RM69+37 Doral, Florida",https://www.google.com/maps/place/Distribution+Center+Miami+No+Boundaries+Sport/data=!4m7!3m6!1s0x88d9b9ba08c06d6f:0x429ce6fc84f52f7d!8m2!3d25.810135!4d-80.331807!16s%2Fg%2F11tfbbwmtx!19sChIJb23ACLq52YgRfS_1hPzmnEI?authuser=0&hl=en&rclk=1
"SPR Cold Storage & Distribution, LLC",4.0,2,"2000 NW 97th Ave Suite # 100, Doral, FL 33172",not_available,not_available,not_available,not_available,not_available,Cold storage facility,"QJVW+46 Doral, Florida","https://www.google.com/maps/place/SPR+Cold+Storage+%26+Distribution,+LLC/data=!4m7!3m6!1s0x88d9b98800126d71:0x4cdd7cf3b102a0a5!8m2!3d25.7928607!4d-80.3543934!16s%2Fg%2F11nxgt11jg!19sChIJcW0SAIi52YgRpaACsfN83Uw?authuser=0&hl=en&rclk=1"
Jas N.A. Bio Distribution Center - Miami,not_available,not_available,not_available,(786) 684-2885,jas.com,not_available,not_available,not_available,Logistics service,not_available,https://www.google.com/maps/place/Jas+N.A.+Bio+Distribution+Center+-+Miami/data=!4m7!3m6!1s0x4795d28b7fe8e3cf:0x70af49b30f3c1be8!8m2!3d25.869399!4d-80.346911!16s%2Fg%2F11vm9gkbwj!19sChIJz-Pof4vSlUcR6Bs8D7NJr3A?authuser=0&hl=en&rclk=1
Mobilare Warehousing Logistics Distribution Center,5.0,13,"2440 NW 116th St Suite 300, Miami, FL 33167",(786) 360-1502,mobilaregroup.com,not_available,not_available,not_available,Warehouse,"VQG6+4M Miami, Florida",https://www.google.com/maps/place/Mobilare+Warehousing+Logistics+Distribution+Center/data=!4m7!3m6!1s0x88d9bb76fa40157f:0x4d3741f48b6675a8!8m2!3d25.8753517!4d-80.2382719!16s%2Fg%2F11clsscnxw!19sChIJfxVA-na72YgRqHVmi_RBN00?authuser=0&hl=en&rclk=1
LILLY + Associates Distribution Center,4.3,8,"11440 NW 122nd St Suite 800, Miami, FL 33178",(305) 513-9540,shiplilly.com,not_available,not_available,not_available,Distribution service,"VJJ8+XP Miami, Florida",https://www.google.com/maps/place/LILLY+%2B+Associates+Distribution+Center/data=!4m7!3m6!1s0x88d9bc967ce0bbdf:0x8a7b339764c90b3e!8m2!3d25.8824521!4d-80.3831771!16s%2Fg%2F11gfm0rbz9!19sChIJ37vgfJa82YgRPgvJZJcze4o?authuser=0&hl=en&rclk=1
Amazon Sortation Center,4.1,28,"101 NE 23rd St, Miami, FL 33137",not_available,not_available,not_available,not_available,not_available,Warehouse,"QRX4+MQ Miami, Florida",https://www.google.com/maps/place/Amazon+Sortation+Center/data=!4m7!3m6!1s0x88d9b6abf5f0ae4f:0x270fa0ce40b8d9d2!8m2!3d25.7991969!4d-80.1930622!16s%2Fg%2F11g8vqdvmv!19sChIJT67w9au22YgR0tm4QM6gDyc?authuser=0&hl=en&rclk=1
Dealmed (Florida Distribution Center),not_available,not_available,"2958 NW 72nd Ave, Miami, FL 33122",(800) 569-0570,dealmed.com,not_available,not_available,not_available,Medical supply store,"RM2P+C4 Miami, Florida",https://www.google.com/maps/place/Dealmed+%28Florida+Distribution+Center%29/data=!4m7!3m6!1s0x88d9b90b5bfba601:0xa7d729a8308a3e4a!8m2!3d25.8010533!4d-80.3147447!16s%2Fg%2F11rxtz2dz5!19sChIJAab7Wwu52YgRSj6KMKgp16c?authuser=0&hl=en&rclk=1
DVB8 Amazon,4.6,72,"3355 NW 22nd Street Rd, Miami, FL 33142",not_available,not_available,not_available,not_available,not_available,Warehouse,"QQW2+F4 Miami, Florida",https://www.google.com/maps/place/DVB8+Amazon/data=!4m7!3m6!1s0x88d9b72826537d3b:0x8738c4d39739666!8m2!3d25.7961901!4d-80.2496778!16s%2Fg%2F11v0_srzf_!19sChIJO31TJii32YgRZpZzOU2Mcwg?authuser=0&hl=en&rclk=1
SynC Fulfillment & Logistics,not_available,not_available,"10201 NW 112th Ave Suite 1, Medley, FL 33178",(786) 870-9138,syncfulfillment.com,not_available,not_available,not_available,Logistics service,"VJ7C+R9 Medley, Florida",https://www.google.com/maps/place/SynC+Fulfillment+%26+Logistics/data=!4m7!3m6!1s0x88d9bdbefce3ffc9:0x679c183af3a2e201!8m2!3d25.8645148!4d-80.3790049!16s%2Fg%2F11vt0d3rhw!19sChIJyf_j_L692YgRAeKi8zoYnGc?authuser=0&hl=en&rclk=1
Noatum Logistics,4.0,28,"10660 NW 25th St, Doral, FL 33172",(305) 888-1600,miq.com,not_available,not_available,not_available,Logistics service,"QJVM+H6 Doral, Florida",https://www.google.com/maps/place/Noatum+Logistics/data=!4m7!3m6!1s0x88d9bc645f0e81f1:0xba391496ed826dcc!8m2!3d25.7939037!4d-80.3669435!16s%2Fg%2F11clygwhcm!19sChIJ8YEOX2S82YgRzG2C7ZYUObo?authuser=0&hl=en&rclk=1
Stockmatic 3PL Fulfillment Center,4.6,24,"9675 NW 174th St Suite 400, Miami Lakes, FL 33018",(305) 315-2377,stockmatic.com,not_available,not_available,not_available,Logistics service,"WJMR+6X Miami Lakes, Florida",https://www.google.com/maps/place/Stockmatic+3PL+Fulfillment+Center/data=!4m7!3m6!1s0x88d9bf0a3c34ced1:0x25c11deaf8aa50e5!8m2!3d25.9330765!4d-80.3575941!16s%2Fg%2F11l350gtm0!19sChIJ0c40PAq_2YgR5VCq-OodwSU?authuser=0&hl=en&rclk=1
Global Warehouse Solutions & 3PL Fulfillment & Drayage Miami,4.8,164,"20600 NW 47th Ave, Miami Gardens, FL 33055",(305) 222-7506,global-warehousesolutions.com,not_available,not_available,not_available,Logistics service,"XP6C+W3 Miami Gardens, Florida",https://www.google.com/maps/place/Global+Warehouse+Solutions+%26+3PL+Fulfillment+%26+Drayage+Miami/data=!4m7!3m6!1s0x88d9a5884180ec07:0x3cb35f8daa7e7720!8m2!3d25.9623422!4d-80.2798679!16s%2Fg%2F1pwfvpfv8!19sChIJB-yAQYil2YgRIHd-qo1fszw?authuser=0&hl=en&rclk=1
DVB5 Amazon Distribution Center,4.3,51,"2301 SW 34th Ave, Pembroke Park, FL 33023",(239) 316-5106,not_available,not_available,not_available,not_available,Warehouse,"XRRF+36 Pembroke Park, Florida",https://www.google.com/maps/place/DVB5+Amazon+Distribution+Center/data=!4m7!3m6!1s0x88d9ad8cae0858e3:0x6241976893fe6255!8m2!3d25.9901615!4d-80.1769389!16s%2Fg%2F11p47b8s66!19sChIJ41gIroyt2YgRVWL-k2iXQWI?authuser=0&hl=en&rclk=1
Miami Herald Distribution Center S1,2.5,6,"sw, 7302 NW 43rd St, Miami, FL 33166",(305) 269-3891,not_available,not_available,not_available,not_available,Distribution service,"PMJP+3Q Miami, Florida",https://www.google.com/maps/place/Miami+Herald+Distribution+Center+S1/data=!4m7!3m6!1s0x88d9b864d5af1437:0x8ff41503e382c77f!8m2!3d25.730149!4d-80.3130892!16s%2Fg%2F11b7f23jyg!19sChIJNxSv1WS42YgRf8eC4wMV9I8?authuser=0&hl=en&rclk=1
PriceSmart Inc,4.6,248,"10800 NW 100th St UNIT 21, Miami, FL 33178",(305) 805-3663,pricesmart.com,not_available,not_available,not_available,Warehouse,"VJ7F+GR Miami, Florida",https://www.google.com/maps/place/PriceSmart+Inc/data=!4m7!3m6!1s0x88d9bb7ca012d93f:0x69f047c5be1c4735!8m2!3d25.8637966!4d-80.3754931!16s%2Fg%2F1tq6kwpd!19sChIJP9kSoHy72YgRNUccvsVH8Gk?authuser=0&hl=en&rclk=1
Target Distribution Center,4.3,3,"3811 W 108th St, Hialeah, FL 33018",not_available,not_available,not_available,not_available,not_available,Warehouse,"WJCQ+C6 Hialeah, Florida",https://www.google.com/maps/place/Target+Distribution+Center/data=!4m7!3m6!1s0x88d9a54ae3e11cf1:0x562c169c7e9e1a2!8m2!3d25.921054!4d-80.361939!16s%2Fg%2F11kr6f57yw!19sChIJ8Rzh40ql2YgRouHpx2nBYgU?authuser=0&hl=en&rclk=1
We Go For You Express,4.8,13,"10162 NW 87th Ct, Medley, FL 33178",(954) 572-6703,wegoforyou.com,not_available,not_available,not_available,Warehouse,"VM76+R3 Medley, Florida",https://www.google.com/maps/place/We+Go+For+You+Express/data=!4m7!3m6!1s0x88d908961446be97:0x2338df969efc31d2!8m2!3d25.8645108!4d-80.3398389!16s%2Fg%2F11fjbwlzj8!19sChIJl75GFJYI2YgR0jH8npbfOCM?authuser=0&hl=en&rclk=1
Bonanza Food Distribution,not_available,not_available,"1375 NW 89th Ct, Doral, FL 33172",not_available,not_available,not_available,not_available,not_available,Warehouse,"QMP5+9Q Doral, Florida",https://www.google.com/maps/place/Bonanza+Food+Distribution/data=!4m7!3m6!1s0x88d9b90012217dff:0xcf9c4fd9a709fbc!8m2!3d25.7859486!4d-80.3405286!16s%2Fg%2F11x6lz5cf3!19sChIJ_30hEgC52YgRvJ9wmv3E-Qw?authuser=0&hl=en&rclk=1
"Caesarstone Showroom & Distribution Center - Miami, FL",4.9,15,"8301 NW 27th St Suite 9-10, Doral, FL 33122",(305) 715-0057,caesarstoneus.com,not_available,not_available,not_available,Granite supplier,"RM2C+44 Doral, Florida","https://www.google.com/maps/place/Caesarstone+Showroom+%26+Distribution+Center+-+Miami,+FL/data=!4m7!3m6!1s0x88d9bbca61b29e7b:0xcc5a973e3d16780!8m2!3d25.8002548!4d-80.3296737!16s%2Fg%2F1pv0fs7j9!19sChIJe56yYcq72YgRgGfR43OpxQw?authuser=0&hl=en&rclk=1"
Bridge Point Doral,1.6,18,"3600 NW 112th Ave, Doral, FL 33178",(786) 792-5213,bridgepointdoral.com,not_available,not_available,not_available,Warehouse,"RJ5G+65 Doral, Florida",https://www.google.com/maps/place/Bridge+Point+Doral/data=!4m7!3m6!1s0x88d9bf2cd4a46e81:0xba4974786943c7fe!8m2!3d25.8080397!4d-80.3745157!16s%2Fg%2F11thc1lpvw!19sChIJgW6k1Cy_2YgR_sdDaXh0Sbo?authuser=0&hl=en&rclk=1
A&B Distribution Center,5.0,not_available,"8565 W 44th Ave, Hialeah, FL 33018",(305) 603-7605,aandbwarehousing.com,not_available,not_available,not_available,Shipping company,"VJXH+V9 Hialeah, Florida",https://www.google.com/maps/place/A%26B+Distribution+Center/data=!4m7!3m6!1s0x88d9b095a8ef30df:0xbd538082fdfa646b!8m2!3d25.8997363!4d-80.3715241!16s%2Fg%2F1jkwp4_1m!19sChIJ3zDvqJWw2YgRa2T6_YKAU70?authuser=0&hl=en&rclk=1
Palletized eHub,4.8,98,"12480 NW 25th St Suite 112 - 115, Miami, FL 33182",(833) 744-7480,palletized.us,not_available,not_available,not_available,Logistics service,"QJW3+CF Miami, Florida",https://www.google.com/maps/place/Palletized+eHub/data=!4m7!3m6!1s0x88d9b95980dfcb29:0x64fdff5efd4bb3a9!8m2!3d25.7961222!4d-80.3963248!16s%2Fg%2F11g6p4jn3t!19sChIJKcvfgFm52YgRqbNL_V7__WQ?authuser=0&hl=en&rclk=1
Grand Warehousing & Shipping Inc.,4.7,3,"1930 NW 70th Ave, Miami, FL 33126",(305) 594-9510,not_available,not_available,not_available,not_available,Warehouse,"QMRQ+PF Miami, Florida",https://www.google.com/maps/place/Grand+Warehousing+%26+Shipping+Inc./data=!4m7!3m6!1s0x88d9b999cddef939:0xd2e60e8541cbc7de!8m2!3d25.7918264!4d-80.3113001!16s%2Fg%2F11gmyw9svj!19sChIJOfnezZm52YgR3sfLQYUO5tI?authuser=0&hl=en&rclk=1
Smith Terminal Distribution,not_available,not_available,"10800 NW 97th St #102, Medley, FL 33178",(305) 685-0325,not_available,not_available,not_available,not_available,Warehouse,"VJ6G+C9 Medley, Florida",https://www.google.com/maps/place/Smith+Terminal+Distribution/data=!4m7!3m6!1s0x88d9bc7da12ba01f:0xf2a175036acf229d!8m2!3d25.8610977!4d-80.3740156!16s%2Fg%2F1trxl273!19sChIJH6AroX282YgRnSLPagN1ofI?authuser=0&hl=en&rclk=1
Carbel LLC,4.6,41,"8201 NW 87th Ave Suite 100, Miami, FL 33166",(305) 599-0832,carbelllc.com,not_available,not_available,not_available,Warehouse,"RMW6+CP Miami, Florida",https://www.google.com/maps/place/Carbel+LLC/data=!4m7!3m6!1s0x88d9b90cf0d5eebd:0x5f8427c40bf57b15!8m2!3d25.8460601!4d-80.338206!16s%2Fg%2F1tj7fvyx!19sChIJve7V8Ay52YgRFXv1C8QnhF8?authuser=0&hl=en&rclk=1
WTDC,4.1,14,"2801 NW 74th Ave, Miami, FL 33122",(305) 594-7484,wtdc.com,not_available,not_available,not_available,Warehouse,"QMXM+HQ Miami, Florida",https://www.google.com/maps/place/WTDC/data=!4m7!3m6!1s0x88d9b99ca1d60eb7:0x8e95b5e7fcbc095b!8m2!3d25.7989363!4d-80.3155493!16s%2Fg%2F1vhq4hy0!19sChIJtw7WoZy52YgRWwm8_Oe1lY4?authuser=0&hl=en&rclk=1
International 3pl,4.8,42,"3500 NW 114th Ave, Miami, FL 33178",(305) 800-7447,international3pl.com,not_available,not_available,not_available,Logistics service,"RJ49+G7 Miami, Florida",https://www.google.com/maps/place/International+3pl/data=!4m7!3m6!1s0x88d9bea49437b3f3:0x2618cc9bdbc43e56!8m2!3d25.806324!4d-80.3818588!16s%2Fg%2F11bw_y1qdg!19sChIJ87M3lKS-2YgRVj7E25vMGCY?authuser=0&hl=en&rclk=1
Ryder Integrated Logistics Inc,4.1,23,"12480 NW 25th St, Miami, FL 33182",(305) 436-1600,lms.ryder.com,not_available,not_available,not_available,Warehouse,"QJW2+9P Miami, Florida",https://www.google.com/maps/place/Ryder+Integrated+Logistics+Inc/data=!4m7!3m6!1s0x88d9be92e40f4599:0xd309a293e7d0a37f!8m2!3d25.7959766!4d-80.3982467!16s%2Fg%2F1tfn3jzz!19sChIJmUUP5JK-2YgRf6PQ55OiCdM?authuser=0&hl=en&rclk=1
Macy's Logistics,4.2,52,"7100 NW 32nd Ave, Miami, FL 33147",(800) 289-6229,macys.com,not_available,not_available,not_available,Warehouse,"RPRX+3Q Miami, Florida",https://www.google.com/maps/place/Macy%27s+Logistics/data=!4m7!3m6!1s0x88d9b0edb2c41fad:0xe4cb584d33e135b3!8m2!3d25.8402067!4d-80.2505384!16s%2Fg%2F1tz725qx!19sChIJrR_Esu2w2YgRszXhM01Yy-Q?authuser=0&hl=en&rclk=1
